species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,40.89,18.13,227.9,4075.09,
,,39.54,19.48,175.96,3111.65,
,,38.37,17.77,225.92,3327.04,
,,37.13,16.77,213.77,5195.62,
,,41.37,19.38,178.16,5754.49,
,,58.38,17.05,174.49,4122.73,
,,43.22,16.88,189.87,6107.92,
,,33.8,18.48,189.09,6105.5,
,,35.11,20.38,180.37,4573.22,
,,51.75,19.79,222.68,3097.67,
,,42.11,19.08,203.72,4832.26,
,,52.06,18.08,182.75,3839.11,
,,55.83,17.54,172.3,3730.23,
,,58.06,20.14,207.31,4221.4,
,,49.57,17.07,183.89,3228.67,
,,56.94,14,226.43,4061.94,
,,47.72,14.79,180.08,5328.76,
,,58.14,19.2,208.76,3160.48,
,,32.14,16.91,176.09,2899.41,
,,45.08,17.66,183.96,6060.16,
,,47.46,15.87,192.36,5081.79,
,,52.87,16.48,172.44,5216.6,
,,35.65,19.13,194.18,5891.38,
,,53.07,20.55,184.79,5553.98,
,,55.57,20.26,178.89,3025.22,
,,39.55,15.85,191.75,4398.42,
,,55.92,14.56,213.22,4125.38,
,,43.64,19.35,179.58,3530.52,
,,44.57,15.15,212.34,4992.55,
,,43.52,19.35,197.11,5655.82,
,,34.85,14,189.01,5812.03,
,,59.18,18.63,208.67,3096.02,
,,54.84,13.63,186.33,3764.94,
,,38.62,20.4,214.05,4070.95,
,,41.31,15.34,228.17,4221.37,
,,53.78,14.79,215.32,5295.77,
,,47.04,19.91,175.48,3748.8,
,,38.24,13.95,181.32,5238.78,
,,57.19,16.4,175.17,3941.97,
,,42.18,21.11,187.64,5672.1,
,,40.95,15.08,174.14,3349.64,
,,33.54,18.67,204.06,4053.73,
,,40.54,20.24,218.75,2987.22,
,,41.98,14.49,211.47,3090.36,
,,34.8,20.59,197.31,3799.34,
,,35.77,15.24,225.87,5061.17,
,,49.1,14.27,206.67,5231.07,
,,49.44,14.73,198.84,5623.75,
,,40.77,13.25,208.44,5130.1,
,,45.85,14.4,173.9,3751.39,
,,33.95,16.41,175.72,5632.35,
,,44.45,18.18,185.82,3483.59,
,,33.52,19.09,197.74,5352.06,
,,34.32,17.93,208.81,4146.19,
,,34.78,20.02,181.52,3901.76,
,,53.09,17.01,209.89,5337.32,
,,40.42,21.3,191.86,4748.47,
,,42.33,17.79,210.36,3229.25,
,,41.7,20.38,219.03,4235.67,
,,46.33,16.22,182.05,4169.69,
,,53.95,16.12,229.27,3186.46,
,,36.33,17.56,216.51,5573.65,
,,46.79,13.82,172.18,5926.26,
,,32.17,17.27,214.68,3180.79,
,,58.72,14.66,185.82,3588.37,
,,55.99,19.36,217.68,5316.54,
,,56.22,16.14,191.07,4659.1,
,,34.98,17.4,215.85,5008.91,
,,32.7,16.02,178.28,5334.38,
,,37.5,16.85,206.55,5440.51,
,,44.43,19.48,205.33,5151.17,
,,55.43,21.3,223.17,3208.42,
,,33.62,16.56,180.48,3456.16,
,,59.28,15.89,177.35,4738.89,
,,49.12,14.98,196.95,3424.62,
,,50.66,17.4,192.12,4208.87,
,,41.39,21.3,206.51,6261.01,
,,55.07,18.89,194.32,4827.68,
,,52.6,21.12,228.66,3205.59,
,,35.23,15.78,179.06,6018.07,
,,34.97,19.24,229.55,4546.95,
,,48.76,14.45,199.96,3589.23,
,,39.14,15.39,186.17,4705.83,
,,37.51,18.83,220.35,3389.04,
,,51.38,16.65,210.32,5167.28,
,,35.35,17.92,210.57,6133.62,
,,42.36,16.55,175.53,3453.5,
,,52.82,17.44,206.59,3822.74,
,,48.63,16.68,203.79,3336,
,,51.38,19.41,181.58,3109.52,
,,55.68,16.7,174.87,4003.54,
,,42.13,16.9,174.82,4014.88,
,,53.55,17.01,194.54,4535.57,
,,57.42,13.22,204.36,3487.24,
,,57.09,14.32,212.47,3900.99,
,,57.49,14.03,179.84,6200.02,
,,34.37,13.45,204.66,4186.48,
,,47.35,21.19,227.75,6093.48,
,,32.76,21.41,213.26,3984.36,
,,57.89,19.55,192.7,5992.89,
,,38.74,16.1,203.19,3660.87,
,,53.21,17.64,176.89,3123.42,
,,37.28,18.04,208.54,4351.87,
,,59.01,14.17,180.63,4507.46,
,,44.36,21.4,180.6,3799.79,
,,56.28,13.37,172.66,5710.39,
,,41.88,14.28,203.21,4801.58,
,,40.07,21.07,199.18,4032.61,
,,37.34,14.81,216.31,3993.33,
,,43.14,19.43,207.71,3325.72,
,,54.4,18.41,213.88,3035.11,
,,41.03,18.84,173.52,3098.87,
,,55.38,15.81,188.02,3949.82,
,,32.74,19.63,182.45,4034.24,
,,57.61,17.52,211.04,5268.7,
,,51.55,20.81,206.22,5844.85,
,,42.25,16.17,201.84,2870.75,
,,39.14,20.77,194.91,5003.47,
,,44.94,15.58,203.01,2929.77,
,,55.19,13.26,203.36,5900.37,
,,33.86,14.11,175.59,5019.22,
,,50.98,19.93,222.66,3766.71,
,,45.89,15.15,220.53,5273.95,
,,45.15,21.38,213.66,3840.31,
,,59.25,21.48,201.01,5492.52,
,,45.47,13.4,196.07,3094.55,
,,53.39,15.69,173.19,4004.22,
,,44.42,20.19,202.34,3313.85,
,,48.39,15.96,184.17,4627.62,
,,47.06,13.73,207.26,5187.03,
,,40.83,19.5,191.59,5614.9,
,,58.24,15.23,182.43,5715.98,
,,33.1,20.36,216.8,4896.86,
,,41.52,14.07,178.41,3695.47,
,,39.18,19.97,178.87,3597.88,
,,46.13,18.49,221.65,6028.52,
,,39.82,20.27,217.37,4787.08,
,,57.52,19.67,190.87,3742.99,
,,56.48,13.32,177.55,5486.49,
,,34.66,19.12,176.82,5339.37,
,,53.54,14.41,206.33,6176.94,
,,44.77,13.54,213.97,5624.79,
,,49.57,21.2,229.88,4943.89,
,,35.22,14.46,185.93,4216.22,
,,46.39,16.79,175.18,4800.52,
,,39.91,13.59,175.75,4091.03,
,,55.12,20.69,222.46,5127.19,
,,44.86,16.84,182.19,5860.48,
,,47.51,14.98,229.18,3389.05,
,,45.8,16.57,185.3,5051.74,
,,32.98,19.17,212.41,3160.64,
,,34.39,18.24,199.52,4104.25,
,,41.08,15.82,173.15,5207.98,
,,50.23,21.22,194.22,3399.85,
,,51.73,20.96,217.68,4784.98,
,,38.46,16.53,227.95,5358.53,
,,56.76,18.55,213.14,5059.71,
,,34.15,15.72,210.69,4834.74,
,,51.75,18.14,230.72,3485.59,
,,59.02,16.05,204.76,5389.62,
,,50.41,20.56,211.45,4779.9,
,,53.18,13.41,221.59,5506.95,
,,38.02,21.13,215.92,5661.18,
,,35.44,18.82,223.18,4923.04,
,,56.57,18.37,178.3,3985.9,
,,51.34,17.08,213.82,4675.12,
,,38.71,21,226.12,3432.34,
,,46.78,18.68,209.38,3905.45,
,,47.56,13.37,218.15,5976.95,
,,58.9,18.93,218.56,3978.03,
,,40.33,17.7,229.84,4665.52,
,,56.58,14.16,214.39,5548.63,
,,33.06,14.66,179.74,3688.61,
,,48.23,13.88,229.96,4939.81,
,,48.33,19.29,185.26,5037,
,,43.57,20.88,219.76,3150.99,
,,56.81,17.38,172.45,3767.22,
,,55.58,18.7,182.48,4011.31,
,,44.07,19.09,226.14,4852.55,
,,53.17,15.07,196.39,3011.25,
,,48.59,17.65,228.01,4643.63,
,,47.35,19.71,212.09,5243.85,
,,32.68,15.05,189.17,4627.63,
,,43.36,21.21,219.35,5646.13,
,,38.71,18.58,186.88,2927.82,
,,46.71,19.6,219.48,4195.36,
,,44.39,18.82,180.63,2889.66,
,,49.82,15.81,224.32,6064.14,
,,44.47,19.26,210.26,5943.49,
,,35.31,19.41,183.97,3800.4,
,,40.74,19.21,176.91,5039.09,
,,37.64,20.61,184.02,4725.46,
,,45.6,19.23,210.66,5576.64,
,,56.92,17.22,176.13,5134.63,
,,49.36,16.86,199.83,4110.75,
,,54.83,20.94,182.47,3527.16,
,,50.48,20.87,185.68,2772.64,
,,40.25,18.5,226.01,5630.84,
,,45.06,19.54,207.08,4117.37,
,,42.07,17.8,226.12,3703.85,
,,44.19,18.99,203.23,2874.03,
,,36.58,13.68,186.78,4019.99,
,,59.42,16.14,215.22,3575.42,
,,51.29,19.68,196.75,4035.82,
,,38.92,16.13,187.75,4563.97,
,,47.31,20.48,174.14,3914,
,,46.2,17.3,230.03,4867.93,
,,53.96,19.51,182.86,6244.52,
,,32.44,20.8,180.18,4173.91,
,,46.47,20.41,176.79,5262.47,
,,36.59,20.76,218.47,4969.78,
,,57.28,21.5,228.63,4914.62,
,,42.94,17.18,223.94,4377.32,
,,49.67,16.28,214.29,4425.54,
,,52.33,20.03,202.52,4107.42,
,,53.93,15.23,185.82,4424.83,
,,50.01,17.13,207.01,3599.04,
,,39.39,15.96,230.92,2725.02,
,,46.74,13.8,218.32,4187.62,
,,43.17,13.63,198.74,3748.44,
,,32.51,21.34,204.33,4298.48,
,,43.51,14.68,192.02,5439.65,
,,44.03,19.03,221.61,4792.43,
,,41.93,14.52,210.07,4994.58,
,,39.37,21.3,205.78,3016.39,
,,40.8,16.15,187.03,5514.83,
,,52.19,20.51,229.54,3644.67,
,,45.28,14.98,178.58,5422.95,
,,57.97,13.69,227.65,4164.59,
,,57.61,19.34,213.64,4496.31,
,,52.81,17.98,189.5,4261.34,
,,47.42,18.97,224.15,2923.9,
,,54.22,17.47,178.96,2959.8,
,,37.34,14.28,195.61,3228.25,
,,33.14,15.5,213.48,5800.8,
,,34.26,18.6,188.42,6091.37,
,,48.19,17,188.03,5899.16,
,,45.31,14.75,210.5,4398.68,
,,52.2,20.75,180.33,6154.57,
,,49,13.49,174.98,5495.77,
,,37.26,16.67,215.43,3299.13,
,,47.61,16.32,214.03,4674.45,
,,55.4,17.88,225.14,3660.07,
,,47.82,20.98,172.66,6171.12,
,,50.5,19.05,194.8,2783.84,
,,47.9,17.31,223.56,4057.88,
,,59.35,21.35,210.32,5921.67,
,,53.27,15.94,222.42,4893.02,
,,48.1,21.42,218.22,3213.87,
,,47.71,17.07,176.05,3576.54,
,,41.18,16.86,220.13,2995.4,
,,35.67,17.75,185.79,4492.58,
,,59.35,14.11,206.4,3783.49,
,,48.07,20.69,197.37,5932.29,
,,54.62,18.16,217.57,3436.01,
,,42.56,15.45,226.33,4286.03,
,,58.36,21.14,221.85,4332.76,
,,45.08,20.54,212.78,3559.63,
,,50.04,19.82,212.55,5840.26,
,,47.89,15.6,173.27,4001.3,
,,43.43,19.29,172.91,4769.72,
,,43.73,19.47,219.49,3924.51,
,,40.34,18.51,216.71,3685.6,
,,42.39,14.4,230.02,6104.38,
,,52.23,15.25,216.98,3346.58,
,,36.73,18.61,209.74,3942.2,
,,41.38,14.41,220.34,4188.35,
,,44.55,15.98,203.11,5112.14,
,,57.64,21.39,172.09,3124.07,
,,55.76,20,195.26,5820.17,
,,48.9,21.02,179.86,4139.46,
,,52.46,17.75,208.44,4418.98,
,,41.35,16.99,199.56,5473.62,
,,39.78,17.38,179.75,4237.39,
,,40.44,17.86,184.88,4868.4,
,,35.44,18.12,184.85,4856.85,
,,52.07,15.26,209.93,3685.41,
,,43.14,15.01,227.57,4796.86,
,,49.13,21.13,221.1,3344.41,
,,32.4,14.03,195.88,4979.69,
,,33.88,13.83,172.11,4411.73,
,,52.58,18.52,216.04,3479.45,
,,39.69,20.82,227.41,5591.85,
,,32.87,15.43,203.44,4707.94,
,,32.26,15.03,211.43,4443.1,
,,38.08,19.32,184.87,3179.61,
,,37.39,16.09,209.92,5813.63,
,,48.63,20.22,216.05,3337.01,
,,50.74,16.65,227.22,3434.88,
,,41.63,15,191.08,4779.2,
,,56.23,16.13,197.21,4775.57,
,,34.25,14.34,216.89,4355.95,
,,47.31,18.88,218.97,4937.38,
,,57.09,18.4,179.38,2881.13,
,,59.09,15.64,225.48,5399.39,
,,36.6,15.99,181.11,4384.77,
,,35.37,16.65,209.1,4529.49,
,,51.97,16.13,196.42,2802.71,
,,45.33,18.72,178.59,4907.96,
,,49.06,20.18,229.64,4857.57,
,,56.08,17.23,185.03,2816.21,
,,48.73,14.13,222.92,3214.38,
,,34.99,18.85,202.71,4762.12,
,,42,13.14,183.02,3740.03,
,,49.98,19.87,219.8,4927.02,
,,46.96,14.48,223.06,2955.28,
,,37.43,19.06,225.91,3520.78,
,,38.85,16.06,191.99,5583.43,
,,45.31,18.48,180.67,6179.61,
,,52.37,19.11,180.97,4983.11,
,,48.35,14.46,222.19,4680.09,
,,38.13,20.88,176.16,3003.72,
,,43.63,17.88,225.97,4289.01,
,,49.38,16.91,216.52,3407.52,
,,36.55,13.59,181.71,4839.78,
,,51.3,16.39,181.07,6157.32,
,,51.36,18.06,178.49,3386.98,
,,39.75,17.64,190.73,3078.22,
,,46.63,16.7,201.24,5499.74,
,,49.75,19.11,210.83,5703.48,
,,58.04,20.18,221.71,6079.99,
,,36.48,19.79,179.98,3045.18,
,,51.09,14.4,182.47,6062.74,
,,34.98,17.49,175.27,2874.16,
,,35.31,21.4,216.65,5782.41,
,,40.78,19.76,223.35,4946,
,,54.83,16.66,211.13,3739.05,
,,51.93,17.65,174.54,4763.68,
,,59,15.73,199.04,3103.45,
,,53.06,17.68,186.38,4581.72,
,,41.24,19.64,196,5113,
,,48.15,17.74,230.2,3174.4,
,,56.63,18.94,216.19,2783.03,
,,54.17,14.19,227.69,3645.68,
,,49.55,17.77,200.34,6153.45,
,,51.87,13.65,185.58,4392.88,
,,39.42,16.36,212.7,3014.16,
,,56.96,13.59,198.55,6240.67,
,,39.08,21.26,188.22,3244.85,
,,56.74,15.24,219.59,5521.75,
,,43.86,15.91,228.49,5554.85,
,,58.2,19.14,197.35,3516.35,
,,47.11,15.74,200.68,3336.02,
,,40.89,14.18,173.02,3164.46,
,,52.27,15.36,219.35,4940.99,
,,33.74,15.39,200.98,3839.7,
,,32.44,14.49,172.6,5836.2,
,,58.94,17.65,199.12,4444.02,
,,51.78,13.26,184.12,4928.94,
,,36.42,16.45,186.45,4112.93,
,,41.67,18.79,179.81,2832.34,
,,45.49,17.61,195.21,4975.76,
,,32.31,17.11,189.16,2711.41,
,,59.15,13.43,198.64,2953.38,
,,43.02,17.11,181.03,5126,
,,35.95,19.27,186.24,6123.14,
,,45.93,16.62,198,6203.16,
,,44.84,16.8,213.79,3964.09,
,,50.89,18.66,197.53,5028.29,
,,32.41,19.37,210.97,5807.14,
,,48.93,17.52,206.48,4916.22,
,,50.93,21.46,223.04,6139.75,
,,33.54,14.49,200.48,4290.37,
,,45.89,15.7,201.97,5703.3,
,,40.64,17.77,221.4,3575,
,,44.44,15.74,173.28,4110.61,
,,34.98,19.8,178.49,4251.31,
,,51.79,15.44,179.99,4423.37,
,,42.54,20.09,200.93,2950.63,
,,38.33,19.43,181.33,6284.3,
,,50.57,20.3,203.52,4599.7,
,,45.72,18.71,221.79,4065.66,
,,55.93,17.19,215.52,4312.25,
,,56.53,20.88,200.98,4511.13,
,,41.99,17.18,176.96,5191.68,
,,57.24,19.66,227.23,4216.11,
,,56.7,18.4,226.89,3856.24,
,,44.72,13.72,198.69,4649.45,
,,57.3,15.18,187.49,5919.53,
,,36,20.83,177.87,3542.05,
,,56.97,14.27,220.42,5721.38,
,,40.85,19.09,206.89,4403.91,
,,49.66,14.19,230.16,6086.07,
,,58.15,14.42,227.25,5131.7,
,,58.19,13.13,196.97,4594.93,
,,52.55,13.76,215.03,5539.4,
,,44.44,13.6,198.88,5796.98,
,,41.22,17.23,185.04,3938,
,,58.39,19.87,220.69,4028.03,
,,42.63,18.84,215.73,4879.48,
,,59.17,18.93,192.84,3068.9,
,,58.17,13.22,196.89,5933.4,
,,58.67,17.68,193.05,4274.48,
,,33.92,21.39,183.89,5155.84,
,,58.81,15.83,223.35,5609.97,
,,45.1,17.33,210.03,3982.38,
,,40.16,14.56,207.42,4739.99,
,,52.96,17.39,183.62,4109.16,
,,46.44,18.56,224.35,5503.81,
,,44.08,19.41,222.61,3121.29,
,,34.42,20.76,177.33,3607.37,
,,41.89,16.75,185.22,5048.81,
,,56.08,15.1,220.3,5530.22,
,,33.73,21.01,187.75,3345.06,
,,40.96,17.14,176.19,5339.21,
,,57.07,14.84,182.21,6296.45,
,,53.64,20.69,226.27,4355.91,
,,58.69,18.54,193.36,4810.11,
,,48.97,16.79,219.41,5341.27,
,,46.45,15.84,173.05,5003.53,
,,55.56,13.48,190.2,3172.68,
,,54.75,17.59,178.39,4408.7,
,,41.13,21.41,173.02,6259.48,
,,40.73,17.55,208.88,3957.64,
,,42.79,15.2,218.43,5364.53,
,,59.15,19.54,218.28,4435.82,
,,32.9,14.97,192.88,5526.11,
,,44.65,15.4,212.81,4944.04,
,,59.06,19.32,182.06,2829.55,
,,35.85,19.57,229.11,4635.48,
,,52.37,16.16,186.56,4016.27,
,,40.13,20.94,229.14,5542.09,
,,33.82,18.42,180.8,3305.19,
,,43.73,17.35,173.67,6067.84,
,,34.39,21.13,217.28,2786.52,
,,56.97,19.02,220.48,5235.82,
,,34.82,18.71,220.64,5279.84,
,,34.06,16.68,180.63,3349.91,
,,53.59,16.94,189.8,4338.43,
,,33.72,14.86,215.09,3604.32,
,,54.62,20.89,216.88,3794.6,
,,41.13,18.05,204.08,4476.69,
,,58.43,19.67,181.33,4077.97,
,,54.59,19.4,224.28,4612.27,
,,38.66,18.19,188.28,6107.46,
,,33.13,21.36,175.74,4227.15,
,,45.33,20.8,230.17,3896.37,
,,37.12,18.98,181.6,4609.08,
,,53.82,18.73,206.58,2894.48,
,,59.33,20.66,202.09,4156.86,
,,37.66,17.84,192.1,6213.66,
,,40.66,20.76,209.3,2995.27,
,,38.38,18.24,206.85,5866.88,
,,58.85,17.18,199.18,4981.55,
,,32.51,15.81,179.63,2852.1,
,,49.77,14.35,188.26,4090.4,
,,43.86,19.99,177.2,3751.88,
,,45.36,16.88,176.76,4282.09,
,,43.39,15.91,196.81,5180.78,
,,47.2,20.73,176.26,3890.75,
,,34.97,20.25,205.66,5006.69,
,,54.99,17.02,212.18,4823.53,
,,43.71,17.83,224.69,2881.41,
,,54.56,18.31,195.58,3714.54,
,,49.15,19.75,185.19,2928.73,
,,40.36,18.16,225.1,6114.29,
,,42.98,19.9,177.42,3702.35,
,,51.96,17.72,223.5,3218.38,
,,50.94,20.52,192.61,6268.16,
,,53.49,14.71,224.66,4381.08,
,,40.81,19.84,183.58,4363.28,
,,32.33,21.31,214.45,4004.58,
,,46.12,15.53,225.19,3524.53,
,,33.86,18.7,187.56,6190.78,
,,59,14.85,204.61,3262.19,
,,56.01,18.43,224.22,4108.59,
,,45.57,14.44,182.64,5315.11,
,,38.17,16.15,197.27,3365.21,
,,40.62,16.25,192.59,3082.91,
,,51.39,21.04,184.73,4669.01,
,,44.11,16.83,223.14,4178.36,
,,33.37,19.61,229.18,6081.71,
,,46.81,16.81,210.26,3305.1,
,,49.27,14.03,207.16,2739.22,
,,52.7,15.63,205.51,4224.68,
,,51.65,16.78,188.63,2947.05,
,,47.75,18.37,220.49,2935.4,
,,36.73,18.96,216.82,3390.08,
,,48.18,15.95,190.74,6293.1,
,,52.09,18.36,229.11,3439.41,
,,55.29,20.34,180.13,4312.45,
,,58.38,16.97,182.35,5050.9,
,,41.33,20.73,202.36,5687.48,
,,32.82,19.61,227.42,2756.11,
,,52.89,13.29,183.86,3700.86,
,,49.74,15.54,184.65,3676.64,
,,55.44,17.8,194.61,4014.09,
,,55.01,16.98,226.41,3566.28,
,,40.15,14.8,179.95,3850.08,
,,43.26,13.59,185.89,3835.56,
,,57.83,20.63,190.35,4710.17,
,,41.4,16.63,209.39,3229.85,
,,39.9,14.01,222,6100.13,
,,47.71,15.97,192.41,3522.98,
,,46.19,16.74,178.95,3940.52,
,,37.04,21.32,196.13,6172.27,
,,40.62,16.66,184.07,2774.2,
,,35.97,21.16,177.38,4472.06,
,,49.26,16.42,184.19,5135.22,
,,39.01,15.15,208.07,4649.55,
,,35.67,17.8,225.97,3583.36,
,,44.89,19.38,207.47,5011.69,
,,42.77,14.53,208.72,6223.09,
,,47.92,17.18,200.12,3344.85,
,,54.62,17.67,214.36,4661.03,
,,58.66,14.83,196.22,3450.33,
,,34.62,20.51,191.96,3936.67,
,,43.51,21.31,229.61,5611.65,
,,49.15,15.49,201.29,6109.92,
,,50.08,20.91,177.25,3804.48,
,,57.63,13.69,212.78,3716.87,
,,38.11,14.11,183.97,3773.18,
,,52.99,17.01,225.22,5470.15,
,,40.9,15.7,222.23,4082.33,
,,57.87,15.14,215.24,5468.86,
,,46.24,17.31,189.09,3802.11,
,,53.71,15.47,201.96,3398.95,
,,54.28,21.12,226.5,5795.06,
,,58.29,17.94,180.95,4177.75,
,,38.51,16.26,179.07,4959.14,
,,38.41,17.5,219.71,3852.87,
,,57.61,14.83,174.4,6117.44,
,,58.27,18.25,190.97,5300.38,
,,38.41,14.46,187.72,4621.34,
,,56.41,21.15,213.35,3161.22,
,,38.27,20.1,225.01,4825.85,
,,47.31,16.75,223.08,4714.87,
,,56.73,13.2,206.05,5732.87,
,,59.47,17.11,218.14,4686.3,
,,34.88,21.29,208.06,4858.48,
,,33.63,16.67,230.98,3031.86,
,,39.15,16.58,187.33,5478.54,
,,37.03,16.32,189.3,3515.5,
,,51.1,19.48,214.28,5923.52,
,,39.87,16.35,211.6,5604.51,
,,36.77,14.4,184.53,3277.11,
,,55.8,13.62,212.13,4683.36,
,,58.33,21.36,181.62,3074.21,
,,44.54,16.27,216.05,5097.46,
,,57.68,19.99,207.55,4402.31,
,,53.06,20.39,204.2,3949.51,
,,38.34,13.54,185.4,5175.13,
,,56.81,17.14,181.56,3689.08,
,,44.78,20.01,214.7,5030.66,
,,40.12,15.92,199.99,3378.05,
,,47.41,16.37,179.51,3203.77,
,,51.5,14.13,187.6,2791.95,
,,39.55,21.03,194.65,4261.34,
,,43.95,14.9,173.17,3127.57,
,,41.23,17.31,222.86,3357.63,
,,51.54,21.03,219.81,3211.53,
,,38.42,14.59,214.48,4224.07,
,,36.52,18.45,199.85,4605.68,
,,52.05,18.11,209.59,5534.32,
,,32.31,20.68,201.43,3804.7,
,,33.46,13.65,230.01,3602.58,
,,52.65,15.87,187.2,3373.33,
,,55.37,18.49,192.58,4947.66,
,,47.54,16.51,226.58,6039.67,
,,59.43,16.02,206.77,4087.21,
,,54.09,19.16,179.06,4296.36,
,,54.92,16.52,177.29,3223.56,
,,37.97,19.77,227.8,3356.11,
,,38.37,15.9,187.99,2886.14,
,,59.47,20.61,181.89,3311.06,
,,32.36,14.44,185.72,3321.79,
,,53.12,20.76,226.98,4055.54,
,,38.15,14.35,221.06,4496.82,
,,49.91,15.34,230.51,3462.97,
,,33.98,19.43,206.25,3179.03,
,,57.7,14.31,180.29,5304.11,
,,53.19,14.21,217.11,4795.47,
,,32.21,15.95,206.69,2755.54,
,,50.52,14.83,174.18,3387.59,
,,55.16,19.38,198.7,4030.81,
,,51.19,19.56,226.3,3461.4,
,,56.7,17,222.36,3328.73,
,,32.7,18.6,202.82,4553.45,
,,40.21,17.32,228.18,3170.05,
,,34.16,15.7,216.16,4081.84,
,,35.69,13.72,199.67,5041.98,
,,33.02,16.69,211.17,4203.34,
,,51.37,18.67,173.81,5476.46,
,,43.11,13.21,191.26,2756.31,
,,33.89,20.41,228.26,3865.36,
,,59.56,20.51,220.48,5307.54,
,,44.78,17.83,185.9,3373.29,
,,34.96,18.51,182.16,2725.12,
,,43.45,13.77,218.83,3911.2,
,,52.65,13.56,200.09,5629.18,
,,34.12,18.59,180.31,5449.59,
,,58.66,13.17,200.67,4081.78,
,,45.27,16.22,230.16,2932.24,
,,44.98,13.39,218.99,4466.97,
,,46.63,17.91,201.31,3364.06,
,,41.6,16.07,217.48,6089.24,
,,35.22,21.06,221.8,5485.91,
,,43.33,16.38,196.74,5116.28,
,,43.83,13.12,224.43,3955.3,
,,40.15,16.57,178.28,5535.82,
,,35.16,14.77,219.89,2952.66,
,,39.09,20.66,225.29,4112.82,
,,37.07,18.59,189.59,5657.2,
,,53.1,19.25,223.59,3507.08,
,,43.72,20.01,174.34,4457.31,
,,36.61,19.61,205.2,3470.91,
,,55.55,18.47,190.37,5316.13,
,,33.39,16.49,178.36,4969.17,
,,42.81,14.97,183.85,3771.19,
,,59.5,16.3,177.71,5703.8,
,,49.6,16.22,184.21,5777.68,
,,34.41,17.13,182.59,4344.23,
,,49.76,19.02,177.01,5466.32,
,,43.57,17.49,222.71,5337.66,
,,34.5,18.49,203.22,3310.08,
,,48.87,13.88,218.11,4620.03,
,,53.89,16.71,177.42,3904.32,
,,57.06,16.66,177.77,6133.92,
,,38.96,20.24,226.55,4240.02,
,,44.9,20.74,197.81,6240.04,
,,42.88,20.88,210.33,4115.19,
,,56.23,19.57,217.7,4200.01,
,,33.27,18.68,211.45,5879.4,
,,44.36,17.62,180.66,6267.67,
,,38.73,17.64,225.1,5161.08,
,,39.8,20.34,208.25,4685.27,
,,41.33,20.34,218.99,6209.25,
,,56.83,20.31,213.46,4872.64,
,,48,20.87,195.83,4754.4,
,,37.15,19.19,207.94,5734.08,
,,41.41,18.28,179.74,5394.76,
,,46.11,13.83,201.31,4477.29,
,,56.57,13.91,188.85,3848.48,
,,44.03,13.92,200.92,5720.4,
,,42.83,18.45,224.82,5205.13,
,,38.54,19.36,188.2,3617.77,
,,37.04,13.4,220.56,5635.3,
,,32.18,17.07,179.63,5427.03,
,,55.02,20.07,219.31,5577.22,
,,44.4,20.2,230.22,4182.23,
,,46.34,19.79,173.24,2884.49,
,,48.48,19.09,195.02,5203.65,
,,36.8,20.69,173.55,4201.03,
,,52.21,17.07,192.57,6232,
,,39.64,16.59,198.39,4152.89,
,,57.9,19.88,204.14,5198.93,
,,54.3,18.56,172.19,4736.84,
,,41.23,13.93,188.13,2979.86,
,,39.7,18.95,230.24,6229.69,
,,33.65,15.53,196.09,4132.9,
,,56.53,15.11,200.12,5719.44,
,,38.35,19.16,202.66,3948.44,
,,37.01,14.44,185.68,3441.54,
,,57.54,19.51,204.57,4699.28,
,,50.38,16.43,178.23,3232.78,
,,33.52,13.27,226.52,4708.98,
,,55.09,21.46,209.24,6081.18,
,,48.81,19.74,228.15,5881.18,
,,33.16,14.58,226.81,6100.94,
,,41.56,18.57,214.18,3522.95,
,,53.43,13.36,173.16,4044.3,
,,59.54,17.98,201.98,3502.48,
,,48.62,15.02,192.07,2723,
,,41.41,18.88,230.86,5968.97,
,,57.96,13.41,172.97,5410.36,
,,43.44,15.13,211.54,2871.59,
,,34.16,14.47,180.07,4426.61,
,,32.75,17.58,181.29,5135.96,
,,47.74,20.67,220.92,2714.47,
,,57.18,17.45,222.63,3735.14,
,,37.98,14.91,179.2,3217.7,
,,43.6,17.1,183.11,4632.1,
,,42.44,19.68,201.72,6026.1,
,,37.93,13.47,210.67,4265.32,
,,53.48,13.36,211.7,4546.64,
,,55.96,20.54,207.45,3046.66,
,,40.05,14.86,229.79,5482.53,
,,58.41,13.89,180.25,5266.54,
,,52.7,19.43,192.09,3289.25,
,,56.46,18.69,174.71,3841.84,
,,32.14,16.41,208.41,3522.37,
,,36.89,16.43,205.48,4215.67,
,,49.12,14.92,225.4,5640.31,
,,45.91,16.88,206.14,3341.85,
,,38.04,13.95,194.71,5891.83,
,,51.42,20.83,213.39,3898.81,
,,39.02,21.03,200.74,3657.36,
,,44.83,17.12,214.72,3273.75,
,,55.32,16.07,196.45,5729.29,
,,47.99,20.75,198.29,4201.9,
,,53.47,16.8,182.23,3022.68,
,,38.26,21.14,186.08,4748,
,,49.4,16.01,182.33,4950.81,
,,58.73,14.61,230.22,4318.24,
,,37.75,16.66,206.91,5824.63,
,,43.15,14.63,187.81,5222.18,
,,43.09,14.88,221.51,2726.14,
,,44.64,15.19,181.73,2950.2,
,,59.16,13.96,185.85,5590.98,
,,47.21,13.27,228.3,3082.5,
